property_type,society,sector,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,m3m sky lofts,sector 71,0.9,683.0,13177.0,Built Up area: 683 (63.45 sq.m.),1,1,0,6.0,,New Property,,683.0,,0,0,0,0,0,2,77,683.0
flat,signature global solera,sector 107,0.38,600.0,6333.0,Super Built up area 650(60.39 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,3.0,East,Relatively New,650.0,,600.0,0,0,0,0,0,0,23,300.0
house,independent,sector 25,16.0,6000.0,26667.0,Built Up area: 6000 (557.42 sq.m.),6,5,2,3.0,East,Relatively New,,6000.0,,0,0,0,0,0,2,0,1000.0
flat,the close north,sector 50,2.97,2605.0,11401.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,3,3+,8.0,North,Moderately Old,2605.0,2600.0,2100.0,0,1,0,0,0,1,174,868.3333333333334
flat,conscient heritage max,sector 102,1.9,1942.0,9784.0,Super Built up area 1942(180.42 sq.m.),3,4,3+,20.0,North-East,Relatively New,1942.0,,,0,1,0,0,0,2,165,647.3333333333334
flat,dlf ridgewood estate,sector 28,2.0,1370.0,14599.0,Super Built up area 1370(127.28 sq.m.),3,3,1,12.0,North-East,Old Property,1370.0,,,0,0,0,0,0,1,96,456.6666666666667
flat,pareena mi casa,sector 68,1.7,2000.0,8500.0,Super Built up area 1999(185.71 sq.m.),4,4,3+,23.0,,New Property,1999.0,,,0,0,0,0,0,2,88,500.0
flat,mrg world ultimus,sector 90,0.5,716.0,6983.0,Carpet area: 716 (66.52 sq.m.),2,2,2,1.0,North-East,Undefined,,,716.0,0,0,0,0,0,2,21,358.0
house,uppal southend,sector 49,4.4,2880.0,15278.0,Plot area 320(267.56 sq.m.),6,6,3,3.0,North,Moderately Old,,2880.0,,1,1,1,1,0,0,110,480.0
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,590.0,16441.0,Super Built up area 915(85.01 sq.m.)Carpet area: 589.49 sq.ft. (54.77 sq.m.),2,2,2,10.0,North-East,Relatively New,915.0,,589.49,0,0,0,0,0,2,151,295.0
flat,indiabulls centrum park,sector 103,2.14,2875.0,7443.0,Super Built up area 2875(267.1 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),4,6,3+,7.0,East,Relatively New,2875.0,,2550.0,0,1,0,0,0,2,142,718.75
flat,la vida by tata housing,sector 113,2.7,1650.0,16364.0,Built Up area: 2217 (205.97 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,4,3+,4.0,North-West,Relatively New,,2217.0,1650.0,0,1,0,0,0,1,49,550.0
flat,godrej nature plus,sector 33,1.15,995.0,11558.0,Carpet area: 92.44,2,2,2,15.0,,Undefined,,,92.44,0,0,0,0,0,2,38,497.5
flat,conscient heritage max,sector 102,2.5,2149.0,11633.0,Super Built up area 2149(199.65 sq.m.),3,4,3+,25.0,North-East,New Property,2149.0,,,1,1,0,0,0,1,56,716.3333333333334
flat,signature global city,sector 37d,0.68,580.0,11724.0,Carpet area: 580 (53.88 sq.m.),2,2,3,9.0,,New Property,,,580.0,0,0,0,0,1,2,58,290.0
flat,signature global city,sector 37d,1.1,1295.0,8494.0,Carpet area: 1295 (120.31 sq.m.),3,3,2,2.0,North,Undefined,,,1295.0,0,0,0,0,0,2,36,431.6666666666667
flat,puri emerald bay,sector 104,1.5,1550.0,9677.0,Super Built up area 1550(144 sq.m.),2,2,2,7.0,,Under Construction,1550.0,,,0,0,0,0,1,2,43,775.0
house,independent,sohna road,1.5,1053.0,14245.0,Plot area 117(97.83 sq.m.),2,3,2,1.0,North,New Property,,1053.0,,1,0,0,1,0,1,69,526.5
flat,dlf regal gardens,sector 90,1.25,1935.0,6460.0,Super Built up area 1703(158.21 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,10.0,South,Relatively New,1703.0,1650.0,1600.0,0,0,0,0,1,1,38,645.0
house,independent,sector 2,2.55,1557.0,16378.0,Plot area 173(144.65 sq.m.),3,3,2,2.0,South,Old Property,,1557.0,,0,0,0,0,0,2,8,519.0
flat,umang winter hills,sector 77,1.35,1735.0,7781.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),3,3,3+,7.0,,New Property,1735.0,,1199.0,0,0,1,0,0,1,96,578.3333333333334
flat,emaar mgf emerald floors premier,sector 65,2.0,1650.0,12121.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,1.0,North-West,Relatively New,,,1650.0,0,1,0,0,0,1,124,550.0
house,independent,sector 46,3.6,1449.0,24845.0,Plot area 161(134.62 sq.m.),5,5,3+,3.0,South-East,Moderately Old,,1449.0,,0,1,0,0,0,1,75,289.8
house,independent,sohna road,0.07,277.0,2527.0,Plot area 33(27.59 sq.m.),1,1,,1.0,not available,Relatively New,,33.0,,0,0,0,0,0,2,0,277.0
flat,greenopolis,sector 89,0.8,1297.0,6168.0,Carpet area: 1297 (120.5 sq.m.),2,2,2,6.0,South,Under Construction,,,1297.0,0,0,0,0,0,2,44,648.5
flat,adani m2k oyster grande,sector 102,4.55,4550.0,10000.0,Super Built up area 4650(432 sq.m.)Built Up area: 4630 sq.ft. (430.14 sq.m.)Carpet area: 4550 sq.ft. (422.71 sq.m.),4,4,3+,11.0,North-East,Relatively New,4650.0,4630.0,4550.0,0,0,0,0,0,1,60,1137.5
house,unitech escape,sector 50,12.0,3240.0,37037.0,Carpet area: 360 (301.01 sq.m.),5,6,3+,3.0,East,Undefined,,,360.0,0,0,0,0,0,2,66,648.0
flat,raheja sampada,sector 92,0.65,1370.0,4745.0,Super Built up area 1370(127.28 sq.m.),3,2,3,6.0,North-East,Relatively New,1370.0,,,0,0,0,0,0,2,49,456.6666666666667
flat,ats marigold,sector 89,1.7,1750.0,9714.0,Carpet area: 1750 (162.58 sq.m.),3,3,3+,8.0,North,Under Construction,,,1750.0,1,0,0,0,0,2,65,583.3333333333334
flat,bestech park view grand spa,sector 81,2.29,2660.0,8609.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,10.0,North-East,Relatively New,2660.0,,2000.0,1,1,0,0,0,0,174,886.6666666666666
flat,gls arawali homes,sohna road,0.27,587.0,4600.0,Super Built up area 576(53.51 sq.m.),2,2,2,5.0,,New Property,576.0,,,0,0,0,0,0,2,42,293.5
flat,signature global orchard avenue,sector 93,0.4,544.0,7353.0,Carpet area: 543.53 (50.5 sq.m.),2,2,2,11.0,,New Property,,,543.57695,0,0,0,0,0,2,37,272.0
flat,pyramid urban homes 2,sector 86,0.44,601.0,7321.0,Carpet area: 601 (55.83 sq.m.),2,2,2,6.0,East,Relatively New,,,601.0,0,0,0,0,0,1,63,300.5
flat,mvn athens,sohna road,0.26,482.0,5394.0,Carpet area: 481.73 (44.75 sq.m.),2,2,1,5.0,,Relatively New,,,481.684525,0,0,0,0,0,2,95,241.0
flat,signature global city 92,sector 92,0.78,969.0,8050.0,Super Built up area 1197(111.2 sq.m.),2,2,2,2.0,,New Property,1197.0,,,0,0,0,0,0,1,47,484.5
flat,hsiidc sidco shivalik apartments,manesar,0.85,1666.0,5102.0,Super Built up area 1666(154.78 sq.m.),3,2,2,5.0,,Moderately Old,1666.0,,,0,0,0,0,0,2,0,555.3333333333334
flat,lotus homz,sector 111,0.36,405.0,8889.0,Carpet area: 405 (37.63 sq.m.),1,1,1,10.0,,Relatively New,,,405.0,0,0,0,0,0,2,44,405.0
flat,essel towers,sector 14,2.75,2200.0,12500.0,Built Up area: 2200 (204.39 sq.m.),4,5,3+,8.0,East,Old Property,,2200.0,,1,1,0,0,0,0,128,550.0
flat,unitech fresco,sector 50,1.14,1336.0,8533.0,Super Built up area 1336(124.12 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,2,19.0,East,Moderately Old,1336.0,1330.0,1100.0,0,0,0,0,1,1,174,668.0
flat,railway officers rpf society,sector 9a,1.25,1806.0,6921.0,Carpet area: 1806 (167.78 sq.m.),4,3,3,1.0,South-West,Old Property,,,1806.0,0,1,0,0,0,1,12,451.5
flat,new sathi apartments,sector 54,1.59,2250.0,7067.0,Built Up area: 2250 (209.03 sq.m.),3,3,3+,3.0,North,Moderately Old,,2250.0,,1,0,0,0,0,1,127,750.0
house,vipul tatvam villa,sector 48,7.8,3370.0,23145.0,Plot area 360(301.01 sq.m.),4,4,3+,2.0,North-East,Relatively New,,3240.0,,1,1,1,1,0,1,145,842.5
flat,conscient elevate,sector 59,6.75,3395.0,19882.0,Super Built up area 3395(315.41 sq.m.)Carpet area: 1855 sq.ft. (172.34 sq.m.),4,4,2,10.0,,New Property,3395.0,,1855.0,0,1,0,0,0,2,31,848.75
flat,emaar gurgaon greens,sector 102,1.39,1650.0,8424.0,Super Built up area 1650(153.29 sq.m.),3,3,3,7.0,West,Relatively New,1650.0,,,0,1,0,0,0,1,21,550.0
flat,emaar mgf emerald floors premier,sector 65,2.8,1650.0,16970.0,Super Built up area 1650(153.29 sq.m.),3,3,2,3.0,East,Relatively New,1650.0,,,0,1,0,0,0,2,105,550.0
flat,signature global synera,sector 81,0.4,633.0,6319.0,Super Built up area 633(58.81 sq.m.)Carpet area: 539 sq.ft. (50.07 sq.m.),2,2,1,12.0,South,Relatively New,633.0,,539.0,0,0,0,0,0,2,23,316.5
flat,breeze global heights,sector 33,0.4,623.0,6421.0,Built Up area: 623 (57.88 sq.m.)Carpet area: 599 sq.ft. (55.65 sq.m.),2,2,2,4.0,,Undefined,,623.0,599.0,0,0,0,0,0,2,0,311.5
flat,bestech park view grand spa,sector 81,4.2,4200.0,10000.0,Super Built up area 4200(390.19 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3+,25.0,South,Relatively New,4200.0,,2900.0,0,1,0,0,0,1,90,1050.0
flat,dlf the skycourt,sector 86,1.54,1670.0,9222.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1780 sq.ft. (165.37 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3,3,3+,15.0,North-West,Relatively New,1929.0,1780.0,1670.0,0,1,0,0,0,2,174,556.6666666666666
flat,bptp terra,sector 37d,1.65,2191.0,7531.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2091 sq.ft. (194.26 sq.m.)Carpet area: 1991 sq.ft. (184.97 sq.m.),4,3,3+,6.0,West,Relatively New,2191.0,2091.0,1991.0,0,0,0,0,0,1,149,547.75
house,international city by sobha phase 2,sector 109,6.5,5400.0,12037.0,Plot area 5400(501.68 sq.m.),4,4,3+,1.0,North-East,New Property,,5400.0,,0,1,0,0,0,1,160,1350.0
flat,antriksh heights,sector 84,0.6,1200.0,5000.0,Super Built up area 1200(111.48 sq.m.),2,2,2,14.0,North,Relatively New,1200.0,,,0,0,0,0,0,2,52,600.0
flat,ansal housing highland park,sector 103,2.0,2670.0,7491.0,Super Built up area 2670(248.05 sq.m.),4,5,3+,14.0,,New Property,2670.0,,,0,1,0,0,0,2,45,667.5
flat,housing board colony,sector 51,0.3,410.0,7317.0,Super Built up area 510(47.38 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1,1,2,0.0,South,Old Property,510.0,,410.0,0,0,0,0,0,2,0,410.0
flat,orchid petals,sector 49,1.9,1805.0,10526.0,Carpet area: 1805 (167.69 sq.m.),3,3,3,9.0,North-West,Moderately Old,,,1805.0,0,1,0,0,0,1,95,601.6666666666666
flat,antriksh heights,sector 84,0.49,1125.0,4356.0,Super Built up area 1125(104.52 sq.m.),2,2,2,16.0,East,Relatively New,1125.0,,,0,0,0,0,0,2,66,562.5
flat,emaar palm gardens,sector 83,1.55,1720.0,9012.0,Super Built up area 1720(159.79 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1095 sq.ft. (101.73 sq.m.),3,3,3,4.0,West,Relatively New,1720.0,1400.0,1095.0,0,1,0,0,0,1,174,573.3333333333334
house,independent,sector 24,3.5,1080.0,32407.0,Plot area 120(100.34 sq.m.),2,4,3,3.0,North-West,Old Property,,1080.0,,0,0,0,0,0,2,15,540.0
flat,pioneer araya,sector 62,8.35,4279.0,19514.0,Super Built up area 4279(397.53 sq.m.),4,6,3,16.0,East,Relatively New,4279.0,,,0,1,0,1,0,2,153,1069.75
flat,ramsons kshitij,sector 95,0.22,340.0,6471.0,Super Built up area 340(31.59 sq.m.),1,1,1,2.0,,New Property,340.0,,,0,0,0,0,0,2,0,340.0
house,dlf city plots phase 4,sector 28,9.54,3240.0,29444.0,Plot area 360(301.01 sq.m.),6,5,3+,3.0,North,New Property,,3240.0,,1,1,1,1,0,2,153,540.0
flat,sare homes,sector 92,0.68,1298.0,5239.0,Carpet area: 1298 (120.59 sq.m.),3,3,2,11.0,North-West,Relatively New,,,1298.0,0,0,0,1,0,2,100,432.6666666666667
flat,ss the leaf,sector 85,1.25,1741.0,7180.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2,2,3,10.0,South-East,Relatively New,1741.0,1730.0,1720.0,0,0,0,0,0,2,49,870.5
flat,breez global hill view,sohna road,0.35,554.0,6318.0,Carpet area: 554.16 (51.48 sq.m.),2,2,2,14.0,West,New Property,,,554.1255719999999,0,0,0,0,0,2,53,277.0
flat,emaar palm gardens,sector 83,1.8,1900.0,9474.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1244.33 sq.ft. (115.6 sq.m.),3,4,3,4.0,West,Relatively New,1900.0,,1244.33,1,1,1,1,0,1,174,633.3333333333334
flat,sare crescent parc,sector 92,1.44,2037.0,7069.0,Carpet area: 2040 (189.52 sq.m.),4,4,3,8.0,,Relatively New,,,2040.0,0,0,0,0,0,2,37,509.25
flat,ats kocoon,sector 109,1.7,1320.0,12879.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,22.0,East,Relatively New,1745.0,1550.0,1320.0,0,0,0,0,0,2,103,440.0
flat,ambience creacions,sector 22,4.78,3090.0,15469.0,Super Built up area 3090(287.07 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,4,3,7.0,West,Relatively New,3090.0,2500.0,2250.0,0,1,0,0,1,0,111,1030.0
house,independent,sector 28,9.0,3240.0,27778.0,Plot area 360(301.01 sq.m.),6,7,3+,3.0,North,Moderately Old,,3240.0,,1,1,1,1,0,2,67,540.0
house,independent,sector 38,3.5,1440.0,24306.0,Carpet area: 160 (133.78 sq.m.),3,3,2,1.0,East,Relatively New,,,160.0,0,0,0,0,0,2,0,480.0
house,independent,sector 109,1.55,2360.0,6568.0,Built Up area: 2360 (219.25 sq.m.),3,2,,1.0,not available,Undefined,,2360.0,,0,0,0,0,0,2,0,786.6666666666666
flat,m3m the marina,sector 68,1.45,1508.0,9615.0,Super Built up area 1508(140.1 sq.m.),3,2,3+,9.0,,New Property,1508.0,,,0,0,0,0,0,2,0,502.6666666666667
flat,laxmi apartment sector 99a gurgaon,sector 99a,0.3,650.0,4615.0,Super Built up area 650(60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,1,4.0,,New Property,650.0,,550.0,0,0,0,0,0,2,44,325.0
house,bptp visionnaire,sector 70a,4.6,2610.0,17625.0,Plot area 290(242.48 sq.m.),4,4,3+,3.0,North,Moderately Old,,2610.0,,1,1,1,1,0,2,96,652.5
flat,supertech araville,sector 79,0.71,1286.0,5521.0,Built Up area: 1295 (120.31 sq.m.),2,2,0,9.0,,Under Construction,,1295.0,,0,0,0,0,0,2,0,643.0
flat,m3m ikonic,sector 68,1.78,1950.0,9128.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1845 sq.ft. (171.41 sq.m.)Carpet area: 1530 sq.ft. (142.14 sq.m.),3,3,3+,27.0,South,Relatively New,1950.0,1845.0,1530.0,0,0,0,0,0,1,126,650.0
flat,supertech araville,sector 79,0.71,1171.0,6063.0,Super Built up area 1295(120.31 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3+,17.0,North,New Property,1295.0,,1250.0,0,0,0,0,1,2,53,585.5
flat,emaar mgf the palm drive,sector 66,3.5,2125.0,16471.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 2125 sq.ft. (197.42 sq.m.),3,4,3,6.0,North,Relatively New,2200.0,2150.0,2125.0,0,1,0,0,0,2,68,708.3333333333334
flat,ireo victory valley,sector 67,4.75,3410.0,13930.0,Super Built up area 3410(316.8 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.)Carpet area: 3100 sq.ft. (288 sq.m.),4,4,3+,0.0,West,Relatively New,3410.0,3200.0,3100.0,1,1,1,1,0,1,165,852.5
flat,rof ananda,sector 95,0.38,549.0,6922.0,Carpet area: 549.17 (51.02 sq.m.),2,2,1,4.0,,New Property,,,549.174178,0,0,0,0,0,2,0,274.5
flat,bptp terra,sector 37d,1.4,1811.0,7731.0,Super Built up area 1811(168.25 sq.m.)Built Up area: 1711 sq.ft. (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3,3,3,5.0,South-East,Relatively New,1811.0,1711.0,1611.0,0,0,0,0,0,1,149,603.6666666666666
house,independent,sector 47,4.3,1467.0,29312.0,Plot area 163(136.29 sq.m.),3,4,2,2.0,not available,Moderately Old,,1467.0,,0,0,0,0,1,2,0,489.0
flat,vatika inxt floors,sector 82a,1.25,1500.0,8333.0,Carpet area: 1500 (139.35 sq.m.),3,2,3,2.0,North,Relatively New,,,1500.0,1,0,0,1,0,1,94,500.0
flat,puri emerald bay,sector 104,2.45,2450.0,10000.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1840 sq.ft. (170.94 sq.m.),3,4,3+,14.0,South,Relatively New,2450.0,,1840.0,0,1,0,0,0,1,56,816.6666666666666
flat,supertech hues,sector 68,1.0,1180.0,8475.0,Carpet area: 1180 (109.63 sq.m.),2,2,2,12.0,,New Property,,,1180.0,0,0,0,0,0,2,54,590.0
flat,vatika lifestyle homes,sector 83,1.05,1400.0,7500.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,2,2,1.0,South-West,Moderately Old,1755.0,1600.0,1400.0,0,0,0,0,0,1,106,466.6666666666667
flat,signature global solera,sector 107,0.5,650.0,7692.0,Super Built up area 546(50.73 sq.m.),2,2,1,11.0,,Relatively New,546.0,,,0,0,0,0,0,2,55,325.0
flat,m3m sierra 68,sector 68,1.2,1333.0,9002.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,3,1.0,North,Relatively New,1250.0,,750.0,0,0,0,0,0,0,76,666.5
flat,vatika the seven lamps,sector 82,0.78,1315.0,5932.0,Super Built up area 1298(120.59 sq.m.),2,2,2,0.0,North-West,Relatively New,1298.0,,,0,0,0,0,0,1,103,657.5
flat,green court,sector 90,0.47,690.0,6812.0,Carpet area: 690 (64.1 sq.m.),2,2,1,0.0,East,New Property,,,690.0,0,0,0,0,0,2,49,345.0
flat,godrej icon,sector 88a,1.62,1617.0,10019.0,Super Built up area 1617(150.22 sq.m.),3,2,3+,10.0,East,Relatively New,1617.0,,,1,0,0,0,0,0,49,539.0
flat,m3m skycity,sector 65,3.0,1828.0,16411.0,Super Built up area 1828(169.83 sq.m.),3,3,3,17.0,East,Under Construction,1828.0,,,0,0,0,0,0,2,99,609.3333333333334
flat,ats triumph,sector 104,1.85,2290.0,8079.0,Super Built up area 2290(212.75 sq.m.),3,4,3+,14.0,East,Relatively New,2290.0,,,1,1,1,1,0,2,117,763.3333333333334
flat,signature global superbia,sector 95,0.4,595.0,6723.0,Carpet area: 594.52 (55.23 sq.m.),2,2,3,2.0,,Undefined,,,594.490197,0,0,0,0,0,2,0,297.5
flat,m3m golfestate,sector 65,6.1,3363.0,18139.0,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3,3,3,19.0,North-East,Moderately Old,3363.0,,2710.0,1,1,0,0,0,1,174,1121.0
flat,kashish manor one,sector 111,1.65,2325.0,7097.0,Super Built up area 2325(216 sq.m.),3,4,3+,14.0,,Under Construction,2325.0,,,0,1,0,0,1,2,8,775.0
house,independent,sector 14,3.4,2250.0,15111.0,Plot area 250(209.03 sq.m.),3,3,3,1.0,North-West,Old Property,,2250.0,,0,0,0,0,0,2,32,750.0
flat,ss the leaf,sector 85,1.1,882.0,12472.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1173 sq.ft. (108.98 sq.m.)Carpet area: 882 sq.ft. (81.94 sq.m.),2,2,3,12.0,North,Relatively New,1640.0,1173.0,882.0,1,0,0,0,0,2,75,441.0
flat,lotus homz,sector 111,0.5,337.0,14837.0,Carpet area: 336.96 (31.3 sq.m.),1,1,1,2.0,,Relatively New,,,336.91007,0,0,0,0,0,0,72,337.0
flat,central park resort belgravia residences,sector 48,6.25,2572.0,24300.0,Carpet area: 2880 (267.56 sq.m.),3,5,3+,5.0,South-East,Moderately Old,,,2880.0,0,1,0,0,0,1,49,857.3333333333334
flat,umang monsoon breeze,sector 78,0.75,1239.0,6053.0,Built Up area: 1239 (115.11 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,1,5.0,East,Undefined,,1239.0,1100.0,0,0,0,0,0,2,0,619.5
flat,smart world gems,sector 89,0.97,1103.0,8794.0,Built Up area: 1103 (102.47 sq.m.),2,2,3+,2.0,East,New Property,,1103.0,,0,0,0,0,0,2,49,551.5
flat,ats triumph,sector 104,1.85,2290.0,8079.0,Super Built up area 2290(212.75 sq.m.),3,3,3+,24.0,East,Relatively New,2290.0,,,0,1,0,0,0,2,174,763.3333333333334
flat,puri diplomatic greens,sector 111,3.45,2950.0,11695.0,Super Built up area 2950(274.06 sq.m.),4,5,3+,10.0,North,Relatively New,2950.0,,,0,1,0,0,0,2,101,737.5
flat,suncity vatsal valley,gwal pahari,1.53,1430.0,10699.0,Carpet area: 1430 (132.85 sq.m.),3,3,3,2.0,North-East,New Property,,,1430.0,0,0,0,0,0,1,117,476.6666666666667
flat,jmd gardens,sector 33,3.25,4328.0,7509.0,Carpet area: 4328 (402.08 sq.m.),4,4,3+,17.0,South-East,Old Property,,,4328.0,0,1,0,0,0,1,130,1082.0
flat,antriksh heights,sector 84,0.92,1825.0,5041.0,Super Built up area 1825(169.55 sq.m.),3,3,3,2.0,East,Relatively New,1825.0,,,1,0,0,1,0,2,67,608.3333333333334
flat,rof ananda,sector 95,0.55,1000.0,5500.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 745 sq.ft. (69.21 sq.m.),3,2,2,14.0,East,New Property,1000.0,,745.0,1,0,0,0,0,0,30,333.3333333333333
flat,emaar palm gardens,sector 83,1.35,1095.0,12329.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),3,3,3,7.0,South-West,Relatively New,1720.0,,1095.3,0,1,0,0,0,2,24,365.0
house,dlf city plots phase 2,sector 25,7.5,2367.0,31686.0,Plot area 215(179.77 sq.m.),9,9,3+,4.0,West,Relatively New,,2300.5,,1,1,0,1,0,1,160,263.0
flat,orris carnation residency,sector 85,0.9,1400.0,6429.0,Super Built up area 1485(137.96 sq.m.)Built Up area: 1402 sq.ft. (130.25 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,12.0,,Relatively New,1485.0,1402.0,1400.0,0,0,0,0,0,2,120,466.6666666666667
house,unitech espace,sector 50,9.8,3240.0,30247.0,Plot area 360(301.01 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 280 sq.yards (234.12 sq.m.),4,4,3,2.0,North-West,Moderately Old,,300.0,280.0,0,1,0,0,0,2,22,810.0
flat,paras dews,sector 106,0.87,940.0,9255.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 940 sq.ft. (87.33 sq.m.),2,2,3+,1.0,North-East,New Property,1385.0,1120.0,940.0,0,0,0,0,0,2,174,470.0
flat,indiabulls centrum park,sector 103,2.36,2570.0,9183.0,Super Built up area 2875(267.1 sq.m.)Carpet area: 2570 sq.ft. (238.76 sq.m.),4,6,3+,8.0,East,Relatively New,2875.0,,2570.0,0,1,0,0,0,1,159,642.5
house,independent,sector 26,15.0,4518.0,33201.0,Plot area 502(419.74 sq.m.),5,6,3+,3.0,North,Moderately Old,,4518.0,,1,1,1,1,0,1,78,903.6
flat,ramprastha city,dwarka expressway,1.3,1440.0,9028.0,Super Built up area 1440(133.78 sq.m.),3,3,2,3.0,,Under Construction,1440.0,,,0,0,0,0,0,2,0,480.0
flat,ireo victory valley,sector 67,2.95,2411.0,12236.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1906 sq.ft. (177.07 sq.m.),3,3,3,10.0,North-West,Relatively New,2411.0,,1906.0,0,1,0,0,0,1,174,803.6666666666666
flat,shapoorji pallonji joyville gurugram,sector 102,2.04,1450.0,14069.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3+,1.0,South,Relatively New,1852.0,,1450.0,0,0,0,0,0,2,72,483.3333333333333
flat,shree vardhman mantra,sector 67,0.56,800.0,7000.0,Carpet area: 800 (74.32 sq.m.),2,2,1,8.0,,New Property,,,800.0,0,0,0,0,0,2,65,400.0
house,independent,sector 26,9.0,2700.0,33333.0,Plot area 300(250.84 sq.m.),5,5,2,3.0,South-West,Old Property,,2700.0,,1,1,1,1,0,0,110,540.0
flat,shree vardhman victoria,sector 70,1.55,1950.0,7949.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,3,3,6.0,South-East,Relatively New,1950.0,,1161.0,1,1,0,1,1,2,49,650.0
flat,m3m latitude,sector 65,4.6,1717.0,26791.0,Carpet area: 1717 (159.51 sq.m.),3,3,3,7.0,South,New Property,,,1717.0,1,1,1,1,0,2,115,572.3333333333334
flat,experion the heartsong,sector 108,0.87,734.0,11853.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,2.0,South-West,Relatively New,1283.0,978.23,734.43,0,1,0,0,0,1,123,367.0
house,independent,sector 3 phase 2,1.0,900.0,11111.0,Plot area 900(83.61 sq.m.),3,4,2,2.0,not available,Relatively New,,900.0,,0,0,0,0,0,2,0,300.0
flat,satya the hermitage,sector 103,0.89,1450.0,6138.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1081 sq.ft. (100.43 sq.m.),2,3,3,1.0,,Relatively New,1450.0,,1081.0,0,1,0,0,0,1,75,725.0
house,independent,sector 7,8.0,3600.0,22222.0,Plot area 400(334.45 sq.m.),4,5,3+,1.0,North-East,Old Property,,3600.0,,1,1,0,1,0,2,31,900.0
flat,tulip violet,sector 69,1.76,1850.0,9514.0,Super Built up area 1850(171.87 sq.m.),3,4,2,0.0,South-West,Relatively New,1850.0,,,0,0,0,0,0,2,157,616.6666666666666
